Midwest CSGO  Defy Rebellion  de_overpass  Loss  8-16  Jul 12 18
Midwest CSGO  Team Digital Dynasty  de_mirage  Loss  8-16  Jul 17 18
Midwest CSGO  Doxxa  Multiple  Win  2-0  Jul 30 18
Midwest CSGO  team w0w  Multiple  Win  2-0  Aug 2 18
The Myrmidons  Midwest CSGO  Multiple  Win  0-2  Aug 7 18
Vendetta Gaming  Midwest CSGO  Multiple  Win  0-2  Aug 10 18
Mazer Gaming  Midwest CSGO  Multiple  Loss  2-1  Aug 14 18
Meet Your Maker  Unkind eSports  de_mirage  Win  13-16  May 23 18
Unkind eSports  Rabbi and the Alt...  de_overpass  Loss  16-19  May 25 18
Past My Bedtime  Unkind eSports  de_cache  Win  1-16  May 29 18
Unkind eSports  Purge Gaming  de_inferno  Win  16-5  May 30 18
Unkind eSports  Night Prowlers CS  de_nuke  Win  16-7  Jun 6 18
this bitch empty  Unkind eSports  de_inferno  Win  26-28  Jun 11 18
Unkind eSports  Noxious-  de_train  Win  16-7  Jun 13 18
Great Dango Family  Unkind eSports  de_cache  Win  0-16  Jun 18 18
Unkind eSports  Just Add Water  de_mirage  Win  16-5  Jun 20 18
Unkind eSports  Doxxa  de_mirage  Win  16-11  Jun 21 18
Nfinite  Unkind eSports  de_mirage  Win  7-16  Jun 27 18
Polar Ace  Unkind eSports  de_inferno  Win  6-16  Jun 29 18
VCU CSGO  Unkind eSports  de_mirage  Win  10-16  Jul 2 18
Unkind eSports  SPLEWY LEWIS n TH...  de_mirage  Win  16-14  Jul 9 18
Unkind eSports  team w0w  de_cache  Win  16-6  Jul 13 18
Defy Rebellion  Unkind eSports  de_mirage  Win  9-16  Jul 13 18
Unkind eSports  Cat Squad Returns  Multiple  Win  2-0  Jul 30 18
Unkind eSports  SPLEWY LEWIS n TH...  Multiple  Win  2-1  Aug 3 18
Unkind eSports  Aerox-Esports  Multiple  Win  2-0  Aug 7 18
Unkind eSports  AngGang  Multiple  Win  2-1  Aug 8 18
Unkind eSports  Squirtle Squad  Multiple  Loss  0-2  Aug 14 18
Gummy Dods  APE ESCAPE  de_cache  Loss  16-0  May 21 18
APE ESCAPE  this bitch empty  de_nuke  Loss  13-16  May 23 18
APE ESCAPE  Manly Men  de_inferno  Win  16-9  Jun 3 18
Get Five Gaming  APE ESCAPE  de_overpass  Win  7-16  Jun 4 18
Fews Money Crew  APE ESCAPE  de_mirage  Win  8-16  Jun 6 18
APE ESCAPE  Team Empire  de_train  Loss  0-16  Jun 13 18
APE ESCAPE  MixedReviews  de_cache  Win  16-12  Jun 15 18
carBOMB  APE ESCAPE  de_cache  Win  4-16  Jun 18 18
Imported Goods  APE ESCAPE  de_overpass  Win  1-16  Jun 22 18
APE ESCAPE  Broken Alliance  de_overpass  Loss  14-16  Jun 23 18
APE ESCAPE  LoliBread  de_mirage  Win  16-6  Jun 27 18
UnderGods-  APE ESCAPE  de_inferno  Win  10-16  Jun 28 18
APE ESCAPE  Falcons-GG  de_mirage  Win  16-2  Jul 6 18
Average Joes Gym  APE ESCAPE  de_cache  Win  9-16  Jul 8 18
afraid  APE ESCAPE  de_mirage  Win  6-16  Jul 12 18
Half Evil  APE ESCAPE  de_inferno  Loss  16-10  Jul 16 18
APE ESCAPE  Half Evil  Multiple  Win  2-1  Jul 31 18
VCU CSGO  APE ESCAPE  Multiple  Win  0-2  Aug 3 18
APE ESCAPE  SANLAN  Multiple  Win  2-0  Aug 7 18
APE ESCAPE  Squirtle Squad  Multiple  Loss  0-2  Aug 10 18
FilthyCasuals  Mobility-Gaming  de_mirage  Loss  17-19  May 23 18
Brokeback Mountain  FilthyCasuals  de_cache  Win  0-16  May 28 18
FilthyCasuals  Lasgana Boys  de_inferno  Win  16-4  May 31 18
But What If  FilthyCasuals  de_cache  Loss  19-17  Jun 4 18
FilthyCasuals  Empire  de_cache  Win  16-13  Jun 6 18
Quixotic Reality  FilthyCasuals  de_train  Win  16-19  Jun 11 18
Poseidon eSports NA  FilthyCasuals  de_inferno  Win  4-16  Jun 12 18
Feels IM Man  FilthyCasuals  de_inferno  Win  7-16  Jun 17 18
FilthyCasuals  Grain Bin Boyz  de_inferno  Win  16-13  Jun 21 18
FilthyCasuals  Team Mutinous  de_cache  Win  16-0  Jun 25 18
Clam Shack Clapba...  FilthyCasuals  de_overpass  Win  6-16  Jun 28 18
FilthyCasuals  Oceanic Squad  de_nuke  Win  16-13  Jun 29 18
TangoWorldWide  FilthyCasuals  de_train  Win  12-16  Jul 3 18
FilthyCasuals  For The Community  de_overpass  Win  16-9  Jul 9 18
FilthyCasuals  ExPURE  de_train  Win  16-0  Jul 11 18
Vendetta Gaming  FilthyCasuals  de_mirage  Win  12-16  Jul 18 18
FilthyCasuals  Grain Bin Boyz  Multiple  Win  2-0  Jul 30 18
FilthyCasuals  For The Community  Multiple  Win  2-0  Aug 3 18
FilthyCasuals  Snows Racers  Multiple  Win  2-0  Aug 7 18
FilthyCasuals  Mazer Gaming  Multiple  Loss  1-2  Aug 10 18
Prison Sex  Vendetta Gaming  de_train  Win  16-19  May 24 18
Higher Power  Vendetta Gaming  de_train  Win  5-16  May 28 18
Vendetta Gaming  survivor  de_overpass  Win  16-0  Jun 1 18
Vendetta Gaming  PHENOM REBORN ASC...  de_mirage  Win  16-8  Jun 4 18
Vendetta Gaming  Mediocre Team  de_nuke  Loss  14-16  Jun 7 18
The beasty boys  Vendetta Gaming  de_mirage  Win  3-16  Jun 11 18
Vendetta Gaming  Clam Shack Clapba...  de_nuke  Win  16-5  Jun 14 18
Phat Brain  Vendetta Gaming  de_inferno  Win  12-16  Jun 18 18
Mobility-Gaming  Vendetta Gaming  de_inferno  Win  10-16  Jun 25 18
Vendetta Gaming  Lore  de_cache  Loss  17-19  Jun 27 18
Vendetta Gaming  La-Li-Lu-Le-Lo  de_nuke  Win  16-8  Jun 29 18
Vendetta Gaming  For The Community  de_train  Win  16-0  Jul 2 18
But What If  Vendetta Gaming  de_cache  Loss  16-5  Jul 6 18
ExPURE  Vendetta Gaming  de_train  Win  9-16  Jul 8 18
Empire  Vendetta Gaming  de_mirage  Win  8-16  Jul 17 18
Vendetta Gaming  FilthyCasuals  de_mirage  Loss  12-16  Jul 18 18
Move 37 Gaming  Vendetta Gaming  Multiple  Win  0-2  Jul 29 18
drain gang  Vendetta Gaming  Multiple  Win  1-2  Aug 3 18
NO EXECUTES  Vendetta Gaming  Multiple  Win  0-2  Aug 7 18
Vendetta Gaming  Midwest CSGO  Multiple  Loss  0-2  Aug 10 18
Empire  AngGang  de_mirage  Loss  16-5  May 25 18
Team Mutinous  AngGang  de_overpass  Loss  16-14  May 27 18
AngGang  PONY  de_mirage  Loss  12-16  May 31 18
AngGang  yikeszzz  de_mirage  Win  16-14  Jun 6 18
Last Picks  AngGang  de_nuke  Win  11-16  Jun 9 18
AngGang  Mind Bending Perf...  de_mirage  Win  16-9  Jun 12 18
Move 37 Gaming  AngGang  de_nuke  Win  12-16  Jun 15 18
AngGang  Noble xD  Pending Veto  Win  16-0  Jun 18 18
Team Alpha Wolves  AngGang  de_cache  Win  11-16  Jun 21 18
Prison Sex  AngGang  de_overpass  Win  0-16  Jun 22 18
AngGang  Grain Bin Boyz  de_cache  Loss  17-19  Jun 27 18
Northeastern-U RED  AngGang  de_overpass  Win  0-16  Jun 29 18
La-Li-Lu-Le-Lo  AngGang  de_overpass  Loss  16-13  Jul 4 18
AngGang  NO EXECUTES  de_cache  Loss  12-16  Jul 9 18
AngGang  DamageOverTime  de_overpass  Win  16-2  Jul 11 18
Skeet Skeet Water...  AngGang  de_mirage  Win  3-16  Jul 16 18
Gummy Dods  AngGang  Multiple  Win  1-2  Jul 30 18
AngGang  Team Texas  Multiple  Win  2-1  Aug 4 18
Consistently Whiffs  AngGang  Multiple  Win  0-2  Aug 7 18
Unkind eSports  AngGang  Multiple  Loss  2-1  Aug 8 18
Consistently Whiffs  6o8  de_overpass  Win  16-5  May 21 18
Skyline GG  Consistently Whiffs  de_inferno  Loss  16-13  May 27 18
Gummy Dods  Consistently Whiffs  de_cache  Loss  16-10  May 30 18
Consistently Whiffs  Fierce Gaming  de_mirage  Win  16-6  Jun 4 18
sireaLz  Consistently Whiffs  de_inferno  Win  7-16  Jun 7 18
Consistently Whiffs  BOYS ARE BACK  de_nuke  Win  19-16  Jun 11 18
Consistently Whiffs  PUGTHUGZ  de_overpass  Win  16-3  Jun 18 18
Consistently Whiffs  SyntheticDreamz  de_overpass  Win  16-8  Jun 18 18
Hedgehogs  Consistently Whiffs  de_cache  Loss  16-9  Jun 20 18
Gods with Attitude  Consistently Whiffs  de_inferno  Loss  16-10  Jun 25 18
DreamTanks  Consistently Whiffs  de_inferno  Win  13-16  Jun 28 18
Consistently Whiffs  Team Digital Dynasty  de_mirage  Loss  14-16  Jul 2 18
Night Prowlers CS  Consistently Whiffs  de_nuke  Loss  22-19  Jul 6 18
Table Flipping 5  Consistently Whiffs  de_mirage  Win  15-19  Jul 9 18
Consistently Whiffs  Probably Panicking  de_inferno  Win  16-12  Jul 13 18
Consistently Whiffs  Falcons-GG  de_train  Win  16-13  Jul 16 18
Consistently Whiffs  Quixotic Reality  Multiple  Win  2-0  Jul 27 18
Hedgehogs  Consistently Whiffs  Multiple  Win  1-2  Aug 3 18
Consistently Whiffs  AngGang  Multiple  Loss  0-2  Aug 7 18
The Myrmidons  NO EXECUTES  de_inferno  Win  12-16  May 21 18
Silent Assassins  NO EXECUTES  de_train  Win  10-16  May 28 18
2 Pound Sandwich  NO EXECUTES  de_mirage  Win  12-16  May 29 18
NO EXECUTES  Malice Gaming  de_cache  Win  16-5  Jun 4 18
NO EXECUTES  Mind Bending Perf...  de_inferno  Win  16-9  Jun 5 18
NO EXECUTES  La-Li-Lu-Le-Lo  de_nuke  Loss  15-19  Jun 9 18
NO EXECUTES  But What If  de_inferno  Loss  16-19  Jun 15 18
hitbox-  NO EXECUTES  de_cache  Win  9-16  Jun 18 18
Lore  NO EXECUTES  de_train  Loss  19-16  Jun 22 18
NO EXECUTES  For The Community  de_dust2  Win  16-12  Jun 25 18
NO EXECUTES  No Shift Nation  de_inferno  Loss  5-16  Jun 27 18
NO EXECUTES  Mobility-Gaming  de_cache  Win  19-17  Jul 2 18
bld  NO EXECUTES  de_mirage  Loss  16-10  Jul 9 18
AngGang  NO EXECUTES  de_cache  Win  12-16  Jul 9 18
NO EXECUTES  Higher Power  de_inferno  Win  16-9  Jul 12 18
Aerox-Esports  NO EXECUTES  de_dust2  Loss  16-0  Jul 14 18
Empire  NO EXECUTES  Multiple  Win  0-2  Jul 30 18
NO EXECUTES  Table Flipping 5  Multiple  Win  2-0  Aug 3 18
NO EXECUTES  Vendetta Gaming  Multiple  Loss  0-2  Aug 7 18
Outrageously Old ...  Hit Squad  de_cache  Win  6-16  May 25 18
nL  Hit Squad  de_inferno  Loss  16-8  May 26 18
Hit Squad  Cloud9Academy  de_nuke  Win  19-16  Jun 2 18
Hit Squad  CyberStormGG  de_cache  Win  16-9  Jun 4 18
Midwest CSGO  Hit Squad  de_inferno  Loss  19-17  Jun 12 18
Illini Esports Or...  Hit Squad  de_dust2  Win  9-16  Jun 13 18
Hit Squad  Rabbi and the Alt...  de_inferno  Win  16-9  Jun 19 18
Hit Squad  Exsilium Esports  de_dust2  Win  16-10  Jun 20 18
Mother Puggers  Hit Squad  de_mirage  Win  6-16  Jun 21 18
Hit Squad  UC Rejects CSGO  de_cache  Win  16-13  Jun 26 18
Hit Squad  Parrot Battalion  de_mirage  Win  16-13  Jun 28 18
Hit Squad  Cat Squad Returns  de_dust2  Win  16-14  Jul 1 18
wat  Hit Squad  de_nuke  Loss  16-8  Jul 3 18
PAW Patrol  Hit Squad  de_nuke  Loss  19-17  Jul 9 18
Team Texas  Hit Squad  de_nuke  Loss  16-6  Jul 12 18
VCU CSGO  Hit Squad  de_cache  Loss  16-5  Jul 13 18
Hit Squad  Defy Rebellion  Multiple  Win  2-1  Jul 31 18
bld  Hit Squad  Multiple  Win  0-2  Aug 3 18
Mazer Gaming  Hit Squad  Multiple  Loss  2-1  Aug 7 18
SANLAN  LoS Pistoleros  de_inferno  Win  16-6  May 23 18
SANLAN  34  de_nuke  Loss  14-16  May 25 18
Driven to Insanity  SANLAN  de_dust2  Loss  16-13  May 31 18
PAW Patrol  SANLAN  de_dust2  Loss  16-11  Jun 4 18
Cloud9Academy  SANLAN  de_inferno  Win  0-16  Jun 7 18
SANLAN  Polar Ace  de_inferno  Loss  7-16  Jun 11 18
Looking for 0RG  SANLAN  de_mirage  Win  7-16  Jun 13 18
SANLAN  CZ5  de_mirage  Win  16-8  Jun 18 18
Goomba Squad  SANLAN  de_train  Win  12-16  Jun 21 18
SANLAN  Habibis Workshop  de_mirage  Win  16-8  Jun 25 18
Triggered Trash  SANLAN  de_inferno  Loss  16-14  Jun 28 18
SANLAN  Team Verum  de_inferno  Win  16-2  Jul 2 18
SANLAN  fudgey fucking blows  Pending Veto  Win  16-0  Jul 2 18
Vivency  SANLAN  de_overpass  Win  8-16  Jul 4 18
Parrot Battalion  SANLAN  de_overpass  Win  13-16  Jul 9 18
Past My Bedtime  SANLAN  de_inferno  Win  0-16  Jul 13 18
SANLAN  East Coast Gaming  Multiple  Win  2-0  Jul 31 18
SANLAN  Broken Alliance  Multiple  Win  2-0  Aug 3 18
APE ESCAPE  SANLAN  Multiple  Loss  2-0  Aug 7 18
BzG Esports  Prison Sex  de_mirage  Win  16-11  May 22 18
Flipping table crew  BzG Esports  de_overpass  Win  9-16  May 23 18
W E E B B U S T E...  BzG Esports  de_overpass  Win  7-16  May 30 18
BzG Esports  Grain Bin Boyz  de_nuke  Win  16-12  Jun 4 18
2 Pound Sandwich  BzG Esports  de_nuke  Win  4-16  Jun 6 18
BzG Esports  Wikkid Esports  de_cache  Win  16-0  Jun 11 18
BzG Esports  Quixotic Reality  de_mirage  Loss  11-16  Jun 13 18
BzG Esports  Clam Shack Clapba...  de_nuke  Loss  14-16  Jun 18 18
But What If  BzG Esports  de_mirage  Loss  22-18  Jun 22 18
ExPURE  BzG Esports  de_overpass  Loss  16-12  Jun 25 18
BzG Esports  Realm Royale  de_nuke  Win  19-17  Jul 2 18
hitbox-  BzG Esports  de_overpass  Win  7-16  Jul 2 18
Mobility-Gaming  BzG Esports  de_mirage  Win  12-16  Jul 4 18
BzG Esports  Feels IM Man  de_train  Win  16-11  Jul 9 18
Class Is In Sessi...  BzG Esports  de_dust2  Loss  16-11  Jul 10 18
BzG Esports  LeTrainTiltant  de_train  Win  16-8  Jul 13 18
Rabbi and the Alt...  BzG Esports  Multiple  Win  1-2  Jul 30 18
Team Empire  BzG Esports  Multiple  Win  0-2  Aug 3 18
BzG Esports  Squirtle Squad  Multiple  Loss  0-2  Aug 8 18
Illini Esports Or...  Snows Racers  de_mirage  Win  13-16  May 22 18
Corporate Punishment  Snows Racers  de_inferno  Loss  16-13  May 26 18
Snows Racers  Flashpoint Gaming  de_inferno  Loss  8-16  May 28 18
Triggered Trash  Snows Racers  de_overpass  Win  9-16  Jun 4 18
Snows Racers  this bitch empty  de_cache  Win  16-14  Jun 7 18
Snows Racers  carBOMB  de_train  Win  16-9  Jun 8 18
Manly Men  Snows Racers  de_train  Win  0-16  Jun 12 18
Snows Racers  Instant Shock  de_overpass  Win  16-13  Jun 13 18
Average Joes Gym  Snows Racers  de_mirage  Win  12-16  Jun 20 18
Hentai Queens  Snows Racers  de_train  Loss  16-10  Jun 22 18
Snows Racers  MixedReviews  de_train  Loss  12-16  Jun 28 18
Snows Racers  Hedgehogs  de_mirage  Loss  23-25  Jun 30 18
Snows Racers  Doxxa  de_cache  Loss  8-16  Jul 6 18
Rabbi and the Alt...  Snows Racers  de_overpass  Win  13-16  Jul 9 18
UC Rejects CSGO  Snows Racers  de_cache  Win  0-16  Jul 11 18
Snows Racers  New Beginnings  de_train  Win  16-0  Jul 12 18
Team Digital Dynasty  Snows Racers  Multiple  Win  1-2  Jul 31 18
Snows Racers  Lore  Multiple  Win  2-0  Aug 2 18
FilthyCasuals  Snows Racers  Multiple  Loss  2-0  Aug 7 18
The Myrmidons  NO EXECUTES  de_inferno  Loss  12-16  May 21 18
The Myrmidons  bld  de_inferno  Loss  17-19  May 25 18
For The Community  The Myrmidons  de_inferno  Win  13-16  Jun 1 18
The Myrmidons  VIRGIN ESPORTS  de_cache  Win  16-8  Jun 6 18
Flipping table crew  The Myrmidons  de_inferno  Win  14-16  Jun 7 18
The Myrmidons  Phat Brain  de_inferno  Win  16-8  Jun 10 18
Zero Chemistry  The Myrmidons  de_train  Loss  16-9  Jun 15 18
yikeszzz  The Myrmidons  de_inferno  Win  16-19  Jun 17 18
Electric Pistols  The Myrmidons  de_train  Win  9-16  Jun 23 18
The Myrmidons  Higher Power  de_mirage  Win  16-10  Jun 25 18
The Myrmidons  The beasty boys  de_train  Win  16-6  Jun 29 18
PHENOM REBORN ASC...  The Myrmidons  de_mirage  Win  4-16  Jun 30 18
Skeet Skeet Water...  The Myrmidons  de_inferno  Win  8-16  Jul 9 18
The Myrmidons  No Shift Nation  de_inferno  Loss  2-16  Jul 11 18
Realm Royale  The Myrmidons  de_train  Win  17-19  Jul 12 18
The Myrmidons  ExPURE  de_mirage  Win  16-0  Jul 14 18
The Myrmidons  Deception Gaming  Multiple  Win  2-0  Jul 30 18
The Myrmidons  Bloom E-sports  Multiple  Win  2-0  Aug 5 18
The Myrmidons  Midwest CSGO  Multiple  Loss  0-2  Aug 7 18
Aerox-Esports  Noble xD  de_cache  Win  16-0  May 23 18
Bloom eSports  Aerox-Esports  de_train  Win  2-16  May 26 18
The Bastards  Aerox-Esports  de_mirage  Win  5-16  May 29 18
Aerox-Esports  The Part Time Pop...  de_mirage  Win  16-11  May 31 18
Aerox-Esports  Last Picks  de_train  Win  16-10  Jun 7 18
East Coast Gaming  Aerox-Esports  de_train  Win  13-16  Jun 9 18
LeTrainTiltant  Aerox-Esports  de_inferno  Win  8-16  Jun 17 18
Aerox-Esports  Team Mutinous  de_dust2  Loss  16-19  Jun 18 18
Aerox-Esports  hitbox-  de_cache  Win  16-14  Jun 21 18
But What If  Aerox-Esports  de_train  Loss  16-11  Jun 25 18
Lore  Aerox-Esports  de_inferno  Win  6-16  Jul 6 18
Aerox-Esports  La-Li-Lu-Le-Lo  de_train  Win  16-13  Jul 10 18
TangoWorldWide  Aerox-Esports  de_cache  Loss  16-4  Jul 12 18
Quixotic Reality  Aerox-Esports  de_overpass  Loss  16-7  Jul 13 18
Aerox-Esports  NO EXECUTES  de_dust2  Win  16-0  Jul 14 18
Aerox-Esports  ExPURE  de_overpass  Win  16-0  Jul 17 18
Team Alpha Wolves  Aerox-Esports  Multiple  Win  0-2  Jul 30 18
La-Li-Lu-Le-Lo  Aerox-Esports  Multiple  Win  0-2  Aug 3 18
Unkind eSports  Aerox-Esports  Multiple  Loss  2-0  Aug 7 18
La-Li-Lu-Le-Lo  13th Hour Gaming  de_inferno  Win  16-14  May 23 18
La-Li-Lu-Le-Lo  Mind Bending Perf...  de_inferno  Win  16-11  May 28 18
East Coast Gaming  La-Li-Lu-Le-Lo  de_train  Loss  16-9  May 30 18
VIRGIN ESPORTS  La-Li-Lu-Le-Lo  de_train  Win  11-16  Jun 4 18
Higher Power  La-Li-Lu-Le-Lo  de_nuke  Win  11-16  Jun 7 18
NO EXECUTES  La-Li-Lu-Le-Lo  de_nuke  Win  15-19  Jun 9 18
La-Li-Lu-Le-Lo  Lore  de_nuke  Win  19-17  Jun 13 18
La-Li-Lu-Le-Lo  Team Wisdom  de_train  Win  25-21  Jun 18 18
Mobility-Gaming  La-Li-Lu-Le-Lo  de_overpass  Win  0-16  Jun 20 18
La-Li-Lu-Le-Lo  Empire  de_inferno  Loss  4-16  Jun 25 18
Vendetta Gaming  La-Li-Lu-Le-Lo  de_nuke  Loss  16-8  Jun 29 18
La-Li-Lu-Le-Lo  AngGang  de_overpass  Win  16-13  Jul 4 18
Clam Shack Clapba...  La-Li-Lu-Le-Lo  de_overpass  Win  0-16  Jul 9 18
Aerox-Esports  La-Li-Lu-Le-Lo  de_train  Loss  16-13  Jul 10 18
La-Li-Lu-Le-Lo  Deception Gaming  de_nuke  Win  16-11  Jul 11 18
Bloom E-sports  La-Li-Lu-Le-Lo  de_inferno  Win  11-16  Jul 16 18
La-Li-Lu-Le-Lo  Realm Royale  Multiple  Win  2-0  Jul 30 18
La-Li-Lu-Le-Lo  Aerox-Esports  Multiple  Loss  0-2  Aug 3 18
Bloom E-sports  Team Alpha Wolves  de_mirage  Win  16-14  May 24 18
Bloom E-sports  BLACKPINK  de_mirage  Win  16-7  May 30 18
Deception Gaming  Bloom E-sports  de_overpass  Loss  16-13  May 31 18
Skeet Skeet Water...  Bloom E-sports  de_mirage  Loss  16-14  Jun 1 18
Bloom E-sports  Poseidon eSports NA  de_inferno  Loss  9-16  Jun 6 18
Lasgana Boys  Bloom E-sports  de_cache  Loss  16-3  Jun 11 18
Bloom E-sports  East Coast Gaming  de_inferno  Win  16-13  Jun 14 18
Prison Sex  Bloom E-sports  de_dust2  Win  13-16  Jun 18 18
Five Kings  Bloom E-sports  de_overpass  Win  4-16  Jun 21 18
HOT BOY SQUAD  Bloom E-sports  de_inferno  Win  10-16  Jun 25 18
Bloom E-sports  what we do  de_cache  Win  19-16  Jun 26 18
W E E B B U S T E...  Bloom E-sports  de_cache  Loss  19-15  Jun 29 18
Class Is In Sessi...  Bloom E-sports  de_inferno  Win  14-16  Jul 4 18
Bloom E-sports  Grain Bin Boyz  de_cache  Win  16-11  Jul 9 18
Bloom E-sports  hitbox-  de_overpass  Win  16-0  Jul 11 18
Bloom E-sports  La-Li-Lu-Le-Lo  de_inferno  Loss  11-16  Jul 16 18
Bloom E-sports  TangoWorldWide  Multiple  Win  2-1  Jul 30 18
The Myrmidons  Bloom E-sports  Multiple  Loss  2-0  Aug 5 18
Five Kings  Lore  de_cache  Win  5-16  May 23 18
Lore  Skeet Skeet Water...  de_mirage  Win  16-7  May 25 18
Lore  Silent Empire  de_mirage  Win  16-13  May 30 18
Lore  DamageOverTime  de_train  Loss  11-16  Jun 4 18
Lore  EWOKGODSQUAD  de_inferno  Win  16-5  Jun 6 18
survivor  Lore  de_inferno  Win  14-16  Jun 11 18
La-Li-Lu-Le-Lo  Lore  de_nuke  Loss  19-17  Jun 13 18
Class Is In Sessi...  Lore  de_train  Win  7-16  Jun 15 18
Lore  NO EXECUTES  de_train  Win  19-16  Jun 22 18
Vendetta Gaming  Lore  de_cache  Win  17-19  Jun 27 18
hitbox-  Lore  de_inferno  Win  0-16  Jul 2 18
buffet of trash  Lore  de_dust2  Win  7-16  Jul 2 18
Lore  Aerox-Esports  de_inferno  Loss  6-16  Jul 6 18
Lore  Victims of the Ti...  de_nuke  Win  16-9  Jul 9 18
Lore  But What If  de_mirage  Win  19-16  Jul 11 18
Empire  Lore  de_cache  Loss  16-7  Jul 16 18
Driven to Insanity  Lore  Multiple  Win  0-2  Jul 30 18
Snows Racers  Lore  Multiple  Loss  2-0  Aug 2 18
Mazer Gaming  Team Empire  de_mirage  Loss  16-3  May 23 18
Team Empire  Windex_Ninjas  de_mirage  Win  19-17  May 28 18
Team Empire  Urban Assault  de_overpass  Loss  14-16  Jun 5 18
SyntheticDreamz  Team Empire  de_cache  Win  0-16  Jun 7 18
Team Empire  Yee Yee Boys  de_mirage  Loss  11-16  Jun 11 18
