BzG Esports,Flipping table crew,BzG Esports,de_overpass,Win,9-16,May 23 18
BzG Esports,W E E B B U S T E...,BzG Esports,de_overpass,Win,7-16,May 30 18
BzG Esports,BzG Esports,Grain Bin Boyz,de_nuke,Win,16-12,Jun 4 18
BzG Esports,2 Pound Sandwich,BzG Esports,de_nuke,Win,4-16,Jun 6 18
BzG Esports,BzG Esports,Wikkid Esports,de_cache,Win,16-0,Jun 11 18
BzG Esports,BzG Esports,Quixotic Reality,de_mirage,Loss,11-16,Jun 13 18
BzG Esports,BzG Esports,Clam Shack Clapba...,de_nuke,Loss,14-16,Jun 18 18
BzG Esports,But What If,BzG Esports,de_mirage,Loss,22-18,Jun 22 18
BzG Esports,ExPURE,BzG Esports,de_overpass,Loss,16-12,Jun 25 18
BzG Esports,BzG Esports,Realm Royale,de_nuke,Win,19-17,Jul 2 18
BzG Esports,hitbox-,BzG Esports,de_overpass,Win,7-16,Jul 2 18
BzG Esports,Mobility-Gaming,BzG Esports,de_mirage,Win,12-16,Jul 4 18
BzG Esports,BzG Esports,Feels IM Man,de_train,Win,16-11,Jul 9 18
BzG Esports,Class Is In Sessi...,BzG Esports,de_dust2,Loss,16-11,Jul 10 18
BzG Esports,BzG Esports,LeTrainTiltant,de_train,Win,16-8,Jul 13 18
BzG Esports,Rabbi and the Alt...,BzG Esports,Multiple,Win,1-2,Jul 30 18
BzG Esports,Team Empire,BzG Esports,Multiple,Win,0-2,Aug 3 18
BzG Esports,BzG Esports,Squirtle Squad,Multiple,Loss,0-2,Aug 8 18
Snows Racers,Illini Esports Or...,Snows Racers,de_mirage,Win,13-16,May 22 18
Snows Racers,Corporate Punishment,Snows Racers,de_inferno,Loss,16-13,May 26 18
Snows Racers,Snows Racers,Flashpoint Gaming,de_inferno,Loss,8-16,May 28 18
Snows Racers,Triggered Trash,Snows Racers,de_overpass,Win,9-16,Jun 4 18
Snows Racers,Snows Racers,this bitch empty,de_cache,Win,16-14,Jun 7 18
Snows Racers,Snows Racers,carBOMB,de_train,Win,16-9,Jun 8 18
Snows Racers,Manly Men,Snows Racers,de_train,Win,0-16,Jun 12 18
Snows Racers,Snows Racers,Instant Shock,de_overpass,Win,16-13,Jun 13 18
Snows Racers,Average Joes Gym,Snows Racers,de_mirage,Win,12-16,Jun 20 18
Snows Racers,Hentai Queens,Snows Racers,de_train,Loss,16-10,Jun 22 18
Snows Racers,Snows Racers,MixedReviews,de_train,Loss,12-16,Jun 28 18
Snows Racers,Snows Racers,Hedgehogs,de_mirage,Loss,23-25,Jun 30 18
Snows Racers,Snows Racers,Doxxa,de_cache,Loss,8-16,Jul 6 18
Snows Racers,Rabbi and the Alt...,Snows Racers,de_overpass,Win,13-16,Jul 9 18
Snows Racers,UC Rejects CSGO,Snows Racers,de_cache,Win,0-16,Jul 11 18
Snows Racers,Snows Racers,New Beginnings,de_train,Win,16-0,Jul 12 18
Snows Racers,Team Digital Dynasty,Snows Racers,Multiple,Win,1-2,Jul 31 18
Snows Racers,Snows Racers,Lore,Multiple,Win,2-0,Aug 2 18
Snows Racers,FilthyCasuals,Snows Racers,Multiple,Loss,2-0,Aug 7 18
The Myrmidons,The Myrmidons,NO EXECUTES,de_inferno,Loss,12-16,May 21 18
The Myrmidons,The Myrmidons,bld,de_inferno,Loss,17-19,May 25 18
The Myrmidons,For The Community,The Myrmidons,de_inferno,Win,13-16,Jun 1 18
The Myrmidons,The Myrmidons,VIRGIN ESPORTS,de_cache,Win,16-8,Jun 6 18
The Myrmidons,Flipping table crew,The Myrmidons,de_inferno,Win,14-16,Jun 7 18
The Myrmidons,The Myrmidons,Phat Brain,de_inferno,Win,16-8,Jun 10 18
The Myrmidons,Zero Chemistry,The Myrmidons,de_train,Loss,16-9,Jun 15 18
The Myrmidons,yikeszzz,The Myrmidons,de_inferno,Win,16-19,Jun 17 18
The Myrmidons,Electric Pistols,The Myrmidons,de_train,Win,9-16,Jun 23 18
The Myrmidons,The Myrmidons,Higher Power,de_mirage,Win,16-10,Jun 25 18
The Myrmidons,The Myrmidons,The beasty boys,de_train,Win,16-6,Jun 29 18
The Myrmidons,PHENOM REBORN ASC...,The Myrmidons,de_mirage,Win,4-16,Jun 30 18
The Myrmidons,Skeet Skeet Water...,The Myrmidons,de_inferno,Win,8-16,Jul 9 18
The Myrmidons,The Myrmidons,No Shift Nation,de_inferno,Loss,2-16,Jul 11 18
The Myrmidons,Realm Royale,The Myrmidons,de_train,Win,17-19,Jul 12 18
The Myrmidons,The Myrmidons,ExPURE,de_mirage,Win,16-0,Jul 14 18
The Myrmidons,The Myrmidons,Deception Gaming,Multiple,Win,2-0,Jul 30 18
The Myrmidons,The Myrmidons,Bloom E-sports,Multiple,Win,2-0,Aug 5 18
The Myrmidons,The Myrmidons,Midwest CSGO,Multiple,Loss,0-2,Aug 7 18
Aerox-Esports,Aerox-Esports,Noble xD,de_cache,Win,16-0,May 23 18
Aerox-Esports,Bloom eSports,Aerox-Esports,de_train,Win,2-16,May 26 18
Aerox-Esports,The Bastards,Aerox-Esports,de_mirage,Win,5-16,May 29 18
Aerox-Esports,Aerox-Esports,The Part Time Pop...,de_mirage,Win,16-11,May 31 18
Aerox-Esports,Aerox-Esports,Last Picks,de_train,Win,16-10,Jun 7 18
Aerox-Esports,East Coast Gaming,Aerox-Esports,de_train,Win,13-16,Jun 9 18
Aerox-Esports,LeTrainTiltant,Aerox-Esports,de_inferno,Win,8-16,Jun 17 18
Aerox-Esports,Aerox-Esports,Team Mutinous,de_dust2,Loss,16-19,Jun 18 18
Aerox-Esports,Aerox-Esports,hitbox-,de_cache,Win,16-14,Jun 21 18
Aerox-Esports,But What If,Aerox-Esports,de_train,Loss,16-11,Jun 25 18
Aerox-Esports,Lore,Aerox-Esports,de_inferno,Win,6-16,Jul 6 18
Aerox-Esports,Aerox-Esports,La-Li-Lu-Le-Lo,de_train,Win,16-13,Jul 10 18
