"['Chivalry eSports', 'Hedgehogs']",Jun 14 18,de_dust2
"['BedTmeBangers', 'Hedgehogs']",Jun 18 18,de_inferno
"['Hedgehogs', 'HellKittens']",Jun 21 18,de_nuke
"['Doxxa', 'Hedgehogs']",Jun 28 18,de_nuke
"['Hedgehogs', 'Team Digital Dynasty']",Jul 4 18,de_cache
"['Half Evil', 'Hedgehogs']",Jul 9 18,de_inferno
"['Flashpoint Gaming', 'Hedgehogs']",Jul 11 18,de_mirage
"['Hedgehogs', 'Last Picks']",Jul 30 18,Multiple
"['Average Joes Gym', 'Team Texas']",May 28 18,de_mirage
"['Team Texas', 'this bitch empty']",May 30 18,de_inferno
"['Team Texas', 'Vivency']",May 30 18,de_inferno
"['Team Texas', 'The Hunny Badgers']",Jun 6 18,de_inferno
"['Gods with Attitude', 'Team Texas']",Jun 9 18,de_inferno
"['Manly Men', 'Team Texas']",Jun 10 18,de_cache
"['Ethos Data', 'Team Texas']",Jun 14 18,de_cache
"['LoliBread', 'Team Texas']",Jun 16 18,de_mirage
"['Half Evil', 'Team Texas']",Jun 20 18,de_inferno
"['Just Add Water', 'Team Texas']",Jun 21 18,de_inferno
"['Gummy Dods', 'Team Texas']",Jun 27 18,de_mirage
"['Last Alive', 'Team Texas']",Jun 29 18,de_mirage
"['Team Texas', 'VCU CSGO']",Jul 9 18,de_mirage
"['Team Texas', 'team w0w']",Jul 16 18,de_mirage
"['Team Texas', 'carBOMB']",Jul 31 18,Multiple
"['Deadnauts', 'Table Flipping 5']",May 25 18,de_overpass
"['Polar Ace', 'Table Flipping 5']",Jun 4 18,de_overpass
"['Parrot Battalion', 'Table Flipping 5']",Jun 7 18,de_cache
"['Half Evil', 'Table Flipping 5']",Jun 11 18,de_mirage
"['DreamTanks', 'Table Flipping 5']",Jun 19 18,de_overpass
"['Gentleman Dignity', 'Table Flipping 5']",Jun 20 18,de_overpass
"['Super Keyboard Wa...', 'Table Flipping 5']",Jun 21 18,de_mirage
"['Sassy Sunshines', 'Table Flipping 5']",Jun 23 18,de_mirage
"['Table Flipping 5', 'Team Verum']",Jun 25 18,de_cache
"['BedTmeBangers', 'Table Flipping 5']",Jun 30 18,de_cache
"['Omnivium', 'Table Flipping 5']",Jul 2 18,de_cache
"['Table Flipping 5', 'xi']",Jul 7 18,de_mirage
"['PAW Patrol', 'Table Flipping 5']",Jul 11 18,de_dust2
"['Literature Club', 'Table Flipping 5']",Jul 16 18,de_mirage
"['TEAM BUDSQUAD', 'Table Flipping 5']",Jul 31 18,Multiple
"['bld', 'survivor']",May 24 18,de_cache
"['Class Is In Sessi...', 'bld']",May 31 18,de_mirage
"['Prison Sex', 'bld']",Jun 2 18,de_overpass
"['TangoWorldWide', 'bld']",Jun 7 18,de_cache
"['Zealous-GG', 'bld']",Jun 11 18,de_mirage
"['Northeastern-U RED', 'bld']",Jun 14 18,de_inferno
"['Deception Gaming', 'bld']",Jun 18 18,de_inferno
"['Phat Brain', 'bld']",Jun 22 18,de_mirage
"['PHENOM REBORN ASC...', 'bld']",Jun 25 18,de_overpass
"['Victims of the Ti...', 'bld']",Jun 28 18,de_mirage
"['Team Wisdom', 'bld']",Jun 29 18,de_inferno
"['Higher Power', 'bld']",Jul 6 18,de_cache
"['bld', 'buffet of trash']",Jul 11 18,de_inferno
"['For The Community', 'bld']",Jul 13 18,de_mirage
"['Just Add Water', 'bld']",Jul 30 18,Multiple
"['OP', 'VCU CSGO']",May 24 18,de_mirage
"['VCU CSGO', 'Will Frag For Food']",May 29 18,de_train
"['PAW Patrol', 'VCU CSGO']",May 31 18,de_dust2
"['Get Five Gaming', 'VCU CSGO']",Jun 7 18,de_inferno
"['Cx', 'VCU CSGO']",Jun 8 18,de_cache
"['HellKittens', 'VCU CSGO']",Jun 15 18,de_cache
"['Purge Gaming', 'VCU CSGO']",Jun 18 18,de_mirage
"['Never trying', 'VCU CSGO']",Jun 22 18,de_train
"['Gummy Dods', 'VCU CSGO']",Jun 27 18,de_cache
"['Just Add Water', 'VCU CSGO']",Jul 2 18,de_inferno
"['Team Digital Dynasty', 'VCU CSGO']",Jul 11 18,de_cache
"['Average Joes Gym', 'VCU CSGO']",Aug 1 18,Multiple
"['Crime Mob', 'Polar Ace']",May 24 18,de_mirage
"['Hentai Queens', 'Polar Ace']",May 28 18,de_overpass
"['Polar Ace', 'ben shapiro fan club']",Jun 4 18,de_cache
"['Polar Ace', 'xi']",Jun 8 18,de_cache
"['Half Evil', 'Polar Ace']",Jun 13 18,de_overpass
"['Night Prowlers CS', 'Polar Ace']",Jun 18 18,de_cache
"['Polar Ace', 'team w0w']",Jun 22 18,de_inferno
"['Flashpoint Gaming', 'Polar Ace']",Jul 4 18,de_overpass
"['Last Alive', 'Polar Ace']",Jul 9 18,de_cache
"['Polar Ace', 'SPLEWY LEWIS n TH...']",Jul 12 18,de_mirage
"['Doxxa', 'Polar Ace']",Jul 16 18,de_overpass
"['But What If', 'Polar Ace']",Jul 31 18,Multiple
"['For The Community', 'MoZZY']",May 25 18,de_mirage
"['Farquaad Squad', 'For The Community']",May 28 18,de_overpass
"['For The Community', 'LeTrainTiltant']",Jun 5 18,de_cache
"['For The Community', 'fortnite gawdz']",Jun 7 18,de_nuke
"['For The Community', 'Team Mutinous']",Jun 7 18,de_train
"['Constant Rage', 'For The Community']",Jun 14 18,de_dust2
"['For The Community', 'The Burger People']",Jun 14 18,de_train
"['For The Community', 'Quixotic Reality']",Jun 22 18,de_train
"['For The Community', 'TangoWorldWide']",Jun 28 18,de_dust2
"['For The Community', 'Realm Royale']",Jul 4 18,de_cache
"['For The Community', 'buffet of trash']",Jul 23 18,de_overpass
"['Ethos Data', 'For The Community']",Jul 31 18,Multiple
"['Super Keyboard Wa...', 'team w0w']",May 23 18,de_overpass
"['Chivalry eSports', 'team w0w']",May 28 18,de_cache
"['Decisive Esports', 'team w0w']",May 31 18,de_cache
"['nL', 'team w0w']",Jun 1 18,de_cache
"['Hi', 'team w0w']",Jun 5 18,de_mirage
"['Sassy Sunshines', 'team w0w']",Jun 11 18,de_cache
"['Night Prowlers CS', 'team w0w']",Jun 13 18,de_overpass
"['UnderGods-', 'team w0w']",Jun 14 18,de_inferno
"['Defy Rebellion', 'team w0w']",Jun 20 18,de_nuke
"['Half Evil', 'team w0w']",Jul 2 18,de_cache
"['SPLEWY LEWIS n TH...', 'team w0w']",Jul 4 18,de_inferno
"['Gummy Dods', 'team w0w']",Jul 9 18,de_inferno
"['DamageOverTime', 'team w0w']",Jul 30 18,Multiple
"['34', 'SPLEWY LEWIS n TH...']",May 24 18,de_inferno
"['Fews Money Crew', 'SPLEWY LEWIS n TH...']",May 25 18,de_inferno
"['SPLEWY LEWIS n TH...', 'sireaLz']",May 30 18,de_mirage
"['Literature Club', 'SPLEWY LEWIS n TH...']",May 31 18,de_nuke
"['SPLEWY LEWIS n TH...', 'Skyline GG']",Jun 6 18,de_nuke
"['Cloud9Academy', 'SPLEWY LEWIS n TH...']",Jun 7 18,de_nuke
"['SPLEWY LEWIS n TH...', 'Team Verum']",Jun 13 18,de_mirage
"['Hentai Queens', 'SPLEWY LEWIS n TH...']",Jun 14 18,de_nuke
"['LoliBread', 'SPLEWY LEWIS n TH...']",Jun 20 18,de_mirage
"['DreamTanks', 'SPLEWY LEWIS n TH...']",Jun 25 18,de_overpass
"['Last Alive', 'SPLEWY LEWIS n TH...']",Jul 3 18,de_nuke
"['SPLEWY LEWIS n TH...', 'Vivency']",Jul 31 18,Multiple
"['CyberStormGG', 'Vivency']",May 23 18,de_mirage
"['Gods with Attitude', 'Vivency']",May 29 18,de_mirage
"['Vae Timidis', 'Vivency']",Jun 6 18,de_inferno
"['Imported Goods', 'Vivency']",Jun 9 18,de_overpass
"['Desert Dynasty', 'Vivency']",Jun 15 18,de_mirage
"['OP', 'Vivency']",Jun 18 18,de_cache
"['Bad Intentions', 'Vivency']",Jun 22 18,de_mirage
"['34', 'Vivency']",Jun 25 18,de_cache
"['Never trying', 'Vivency']",Jul 2 18,de_mirage
"['New Beginnings', 'Vivency']",Jul 3 18,de_cache
"['Vivency', 'wat']",Jul 16 18,de_cache
"['Ethos Data', 'Vivency']",Jul 17 18,de_mirage
"['Silent Gaming', 'Vivency']",Jul 19 18,de_mirage
"['Last Alive', 'Vivency']",Jul 20 18,de_cache
"['Cx', 'Doxxa']",May 24 18,de_cache
"['Doxxa', 'LEGENDS']",May 28 18,de_cache
"['Doxxa', 'haha yes']",May 30 18,de_mirage
"['Doxxa', 'Habibis Workshop']",Jun 4 18,de_inferno
"['Doxxa', 'Gentleman Dignity']",Jun 6 18,de_mirage
"['Doxxa', 'Skyline GG']",Jun 11 18,de_cache
"['Doxxa', 'Ethos Data']",Jun 15 18,de_mirage
"['Defy Rebellion', 'Doxxa']",Jun 18 18,de_inferno
"['Doxxa', 'DreamTanks']",Jun 22 18,de_mirage
"['Bad Intentions', 'Doxxa']",Jul 2 18,de_mirage
"['Doxxa', 'MixedReviews']",Jul 13 18,de_inferno
"['Ethos Data', 'Get Five Gaming']",May 23 18,de_train
"['Earth Dragon', 'Ethos Data']",May 28 18,de_train
"['Cloud9Academy', 'Ethos Data']",Jun 3 18,de_cache
"['Ethos Data', 'afraid']",Jun 6 18,de_cache
"['Ethos Data', 'the pussy patrol']",Jun 13 18,de_train
"['Defy Rebellion', 'Ethos Data']",Jun 19 18,de_mirage
"['Ethos Data', 'Half Evil']",Jun 25 18,de_inferno
"['Ethos Data', 'wat']",Jun 27 18,de_mirage
"['Ethos Data', 'Rabbi and the Alt...']",Jul 2 18,de_nuke
"['Ethos Data', 'New Beginnings']",Jul 6 18,de_mirage
"['Ethos Data', 'Last Alive']",Jul 10 18,de_inferno
"['Ethos Data', 'PAW Patrol']",Jul 13 18,de_nuke
"['Chill Town', 'Ethos Data']",Jul 19 18,de_train
"['Chivalry eSports', 'xi']",May 23 18,de_overpass
"['Deadnauts', 'xi']",May 24 18,de_cache
"['Cx', 'xi']",Jun 1 18,de_train
"['ben shapiro fan club', 'xi']",Jun 4 18,de_inferno
"['Masked Esports', 'xi']",Jun 11 18,de_mirage
"['Sassy Sunshines', 'xi']",Jun 13 18,de_cache
"['Skyline GG', 'xi']",Jun 18 18,de_cache
"['TEAM NICK', 'xi']",Jun 22 18,de_mirage
"['She Wasnt 18', 'xi']",Jun 25 18,de_mirage
"['this bitch empty', 'xi']",Jun 29 18,de_mirage
"['haha yes', 'xi']",Jul 4 18,de_mirage
"['Hentai Queens', 'xi']",Jul 6 18,de_inferno
"['Super Keyboard Wa...', 'xi']",Jul 11 18,de_cache
"['Urban Assault', 'xi']",Jul 13 18,de_train
"['Half Evil', 'haha yes']",May 23 18,de_cache
"['Flashpoint Gaming', 'Half Evil']",May 25 18,de_cache
"['Half Evil', 'Looking for 0RG']",May 30 18,de_inferno
"['5th Power', 'Half Evil']",Jun 4 18,de_mirage
"['CyberStormGG', 'Half Evil']",Jun 6 18,de_mirage
"['Half Evil', 'Probably Panicking']",Jun 18 18,de_cache
"['Defy Rebellion', 'Half Evil']",Jun 27 18,de_inferno
"['Half Evil', 'MixedReviews']",Jul 4 18,de_train
"['Driven to Insanity', 'Half Evil']",Jul 11 18,de_inferno
"['Just Add Water', 'ded esports']",May 23 18,de_mirage
"['Just Add Water', 'Newbies Not Opera...']",May 24 18,de_mirage
"['Just Add Water', 'Sassy Sunshines']",May 31 18,de_inferno
"['Just Add Water', 'Skyline GG']",Jun 4 18,de_inferno
"['HellKittens', 'Just Add Water']",Jun 7 18,de_cache
"['Just Add Water', 'Outrageously Old ...']",Jun 8 18,de_overpass
"['Just Add Water', 'TEAM NICK']",Jun 13 18,de_inferno
"['Just Add Water', 'Nfinite']",Jun 18 18,de_mirage
"['Flashpoint Gaming', 'Just Add Water']",Jul 2 18,de_inferno
"['Hentai Queens', 'Just Add Water']",Jul 6 18,de_cache
"['Just Add Water', 'afraid']",Jul 9 18,de_overpass
"['Bad Intentions', 'Just Add Water']",Jul 13 18,de_cache
"['Gods with Attitude', 'Just Add Water']",Jul 16 18,de_overpass
"['TEAM BUDSQUAD', 'ben shapiro fan club']",May 25 18,de_train
"['Probably Panicking', 'TEAM BUDSQUAD']",May 30 18,de_mirage
"['Manly Men', 'TEAM BUDSQUAD']",Jun 1 18,de_inferno
"['Habibis Workshop', 'TEAM BUDSQUAD']",Jun 3 18,de_inferno
"['Defy Rebellion', 'TEAM BUDSQUAD']",Jun 10 18,de_mirage
"['Sassy Sunshines', 'TEAM BUDSQUAD']",Jun 14 18,de_cache
"['PAW Patrol', 'TEAM BUDSQUAD']",Jun 15 18,de_inferno
"['Corporate Punishment', 'TEAM BUDSQUAD']",Jun 21 18,de_inferno
"['TEAM BUDSQUAD', 'Yee Yee Boys']",Jun 24 18,de_cache
"['LEGENDS', 'TEAM BUDSQUAD']",Jun 29 18,de_inferno
"['Montes Money Bois', 'TEAM BUDSQUAD']",Jul 1 18,de_train
"['Deadnauts', 'TEAM BUDSQUAD']",Jul 6 18,de_inferno
"['OP', 'TEAM BUDSQUAD']",Jul 7 18,de_train
"['Past My Bedtime', 'TEAM BUDSQUAD']",Jul 11 18,de_cache
"['Bad Intentions', 'TEAM BUDSQUAD']",Jul 15 18,de_inferno
"['Great Dango Family', 'Gummy Dods']",May 25 18,de_mirage
"['Gummy Dods', 'LEGENDS']",Jun 5 18,de_inferno
"['Gummy Dods', 'Silent Gaming']",Jun 6 18,de_train
"['Gummy Dods', 'Team Verum']",Jun 7 18,de_overpass
"['Gummy Dods', 'Omnivium']",Jun 14 18,de_train
"['Gummy Dods', 'Imported Goods']",Jun 14 18,de_cache
"['Gummy Dods', 'Night Prowlers CS']",Jun 25 18,de_cache
"['Gummy Dods', 'UnderGods-']",Jun 25 18,de_cache
"['Gummy Dods', 'MixedReviews']",Jul 14 18,de_nuke
"['Quixotic Reality', 'The Part Time Pop...']",May 23 18,de_train
"['MoZZY', 'Quixotic Reality']",May 28 18,de_train
"['Quixotic Reality', 'Zero Chemistry']",Jun 1 18,de_overpass
"['Lasgana Boys', 'Quixotic Reality']",Jun 4 18,de_overpass
"['Daddies Get Baddies', 'Quixotic Reality']",Jun 8 18,de_overpass
"['Class Is In Sessi...', 'Quixotic Reality']",Jun 20 18,de_cache
"['But What If', 'Quixotic Reality']",Jun 26 18,de_cache
"['Quixotic Reality', 'Victims of the Ti...']",Jul 6 18,de_cache
"['Empire', 'Quixotic Reality']",Jul 9 18,de_cache
"['Quixotic Reality', 'Skeet Skeet Water...']",Jul 11 18,de_mirage
"['13th Hour Gaming', 'Quixotic Reality']",Jul 16 18,de_mirage
"['Cloud9Academy', 'PAW Patrol']",May 28 18,de_inferno
"['Fews Money Crew', 'PAW Patrol']",Jun 6 18,de_mirage
"['PAW Patrol', 'Rabbi and the Alt...']",Jun 11 18,de_inferno
"['Manly Men', 'PAW Patrol']",Jun 13 18,de_overpass
"['PAW Patrol', 'Triggered Trash']",Jun 20 18,de_inferno
"['Omnivium', 'PAW Patrol']",Jun 22 18,de_inferno
"['Driven to Insanity', 'PAW Patrol']",Jun 27 18,de_dust2
"['Chivalry eSports', 'PAW Patrol']",Jun 28 18,de_cache
"['Bad Intentions', 'PAW Patrol']",Jul 6 18,de_inferno
"['East Coast Gaming', 'Mind Bending Perf...']",May 25 18,de_cache
"['13th Hour Gaming', 'Mind Bending Perf...']",May 30 18,de_inferno
"['Mind Bending Perf...', 'Team Mutinous']",May 30 18,de_overpass
"['Mind Bending Perf...', 'Team Alpha Wolves']",Jun 14 18,de_train
"['Mind Bending Perf...', 'The Bastards']",Jun 18 18,de_overpass
"['BLACKPINK', 'Mind Bending Perf...']",Jun 20 18,de_mirage
"['Mind Bending Perf...', 'fortnite gawdz']",Jun 24 18,de_mirage
"['Dead Presidents', 'Mind Bending Perf...']",Jun 27 18,de_inferno
"['EWOKGODSQUAD', 'Mind Bending Perf...']",Jul 2 18,de_mirage
"['Mind Bending Perf...', 'yikeszzz']",Jul 4 18,de_mirage
"['2 Pound Sandwich', 'Mind Bending Perf...']",Jul 8 18,de_overpass
"['Mind Bending Perf...', 'Team Wisdom']",Jul 11 18,de_overpass
"['Mind Bending Perf...', 'Mobility-Gaming']",Jul 13 18,de_mirage
"['EWOKGODSQUAD', 'East Coast Gaming']",May 26 18,de_train
"['Daddies Get Baddies', 'East Coast Gaming']",May 31 18,de_cache
"['BLACKPINK', 'East Coast Gaming']",Jun 11 18,de_inferno
"['East Coast Gaming', 'United Bangers']",Jun 18 18,de_nuke
"['East Coast Gaming', 'Zealous-GG']",Jun 23 18,de_overpass
"['East Coast Gaming', 'Lasgana Boys']",Jun 25 18,de_overpass
"['East Coast Gaming', 'Phat Brain']",Jun 28 18,de_overpass
"['Deception Gaming', 'East Coast Gaming']",Jun 29 18,de_nuke
"['East Coast Gaming', 'Electric Pistols']",Jul 9 18,de_inferno
"['East Coast Gaming', 'Mediocre Team']",Jul 9 18,de_train
"['East Coast Gaming', 'Move 37 Gaming']",Jul 12 18,de_nuke
"['East Coast Gaming', 'W E E B B U S T E...']",Jul 13 18,de_train
"['1ms', 'Rabbi and the Alt...']",May 23 18,de_overpass
"['Rabbi and the Alt...', 'Team Verum']",Jun 1 18,de_train
"['Corporate Punishment', 'Rabbi and the Alt...']",Jun 4 18,de_train
"['Masked Esports', 'Rabbi and the Alt...']",Jun 6 18,de_overpass
"['HellKittens', 'Rabbi and the Alt...']",Jun 18 18,de_overpass
"['Exsilium Esports', 'Rabbi and the Alt...']",Jun 22 18,de_train
"['Hooked Academy', 'Rabbi and the Alt...']",Jun 25 18,de_cache
"['New Beginnings', 'Rabbi and the Alt...']",Jun 29 18,de_cache
"['Hentai Queens', 'Rabbi and the Alt...']",Jul 11 18,de_cache
"['Rabbi and the Alt...', 'wat']",Jul 16 18,de_cache
"['She Wasnt 18', 'Team Digital Dynasty']",May 23 18,de_mirage
"['Driven to Insanity', 'Team Digital Dynasty']",May 28 18,de_mirage
"['Decisive Esports', 'Team Digital Dynasty']",May 30 18,de_overpass
"['CZ5', 'Team Digital Dynasty']",Jun 4 18,de_mirage
"['6o8', 'Team Digital Dynasty']",Jun 5 18,de_overpass
"['Gentleman Dignity', 'Team Digital Dynasty']",Jun 7 18,de_train
"['Masked Esports', 'Team Digital Dynasty']",Jun 14 18,de_train
"['Skyline GG', 'Team Digital Dynasty']",Jun 15 18,de_mirage
"['Super Keyboard Wa...', 'Team Digital Dynasty']",Jun 20 18,de_mirage
"['Exsilium Esports', 'Team Digital Dynasty']",Jun 25 18,de_mirage
"['Bad Intentions', 'Team Digital Dynasty']",Jun 26 18,de_mirage
"['Flashpoint Gaming', 'Team Digital Dynasty']",Jul 3 18,de_mirage
"['BLACKPINK', 'TangoWorldWide']",May 25 18,de_mirage
"['TangoWorldWide', 'VIRGIN ESPORTS']",May 28 18,de_dust2
"['Five Kings', 'TangoWorldWide']",May 30 18,de_cache
"['Constant Rage', 'TangoWorldWide']",May 31 18,de_mirage
"['Electric Pistols', 'TangoWorldWide']",Jun 11 18,de_mirage
"['Erupt  eSports', 'TangoWorldWide']",Jun 15 18,de_mirage
"['Silent Empire', 'TangoWorldWide']",Jun 18 18,de_mirage
"['Clam Shack Clapba...', 'TangoWorldWide']",Jun 21 18,de_nuke
"['ExPURE', 'TangoWorldWide']",Jul 2 18,de_train
"['Realm Royale', 'TangoWorldWide']",Jul 9 18,de_train
"['TangoWorldWide', 'buffet of trash']",Jul 12 18,de_train
"['PONY', 'Realm Royale']",May 22 18,de_overpass
"['Lasgana Boys', 'Realm Royale']",May 28 18,de_mirage
"['Higher Power', 'Realm Royale']",May 31 18,de_inferno
"['Realm Royale', 'Victims of the Ti...']",Jun 4 18,de_overpass
"['Bloom eSports', 'Realm Royale']",Jun 5 18,de_train
"['Realm Royale', 'The Part Time Pop...']",Jun 7 18,de_inferno
"['Realm Royale', 'Shot eSports']",Jun 11 18,de_cache
"['Realm Royale', 'Rigolo Raisin']",Jun 18 18,de_inferno
"['Realm Royale', 'Team Wisdom']",Jun 25 18,de_train
"['DamageOverTime', 'Realm Royale']",Jun 25 18,de_overpass
"['Mobility-Gaming', 'Realm Royale']",Jun 26 18,de_inferno
"['But What If', 'Realm Royale']",Jul 15 18,de_inferno
"['Electric Pistols', 'Team Alpha Wolves']",May 25 18,de_mirage
"['Move 37 Gaming', 'Team Alpha Wolves']",May 29 18,de_cache
"['Team Alpha Wolves', 'Zealous-GG']",May 31 18,de_cache
"['Oceanic Squad', 'Team Alpha Wolves']",Jun 7 18,de_train
"['Prison Sex', 'Team Alpha Wolves']",Jun 8 18,de_mirage
"['Five Kings', 'Team Alpha Wolves']",Jun 13 18,de_mirage
"['Team Alpha Wolves', 'United Bangers']",Jun 25 18,de_train
"['PONY', 'Team Alpha Wolves']",Jun 28 18,de_cache
"['ONEBOULETTE', 'Team Alpha Wolves']",Jul 4 18,de_inferno
"['HOT BOY SQUAD', 'Team Alpha Wolves']",Jul 6 18,de_mirage
"['Aranea', 'Team Alpha Wolves']",Jul 9 18,de_inferno
"['Mediocre Team', 'Team Alpha Wolves']",Jul 10 18,de_train
"['Silent Empire', 'Team Alpha Wolves']",Jul 12 18,de_cache
"['Bloom eSports', 'Deception Gaming']",May 28 18,de_cache
"['Deception Gaming', 'Zealous-GG']",May 30 18,de_inferno
"['Deception Gaming', 'Northeastern-U RED']",Jun 4 18,de_cache
"['Aranea', 'Deception Gaming']",Jun 8 18,de_overpass
"['Deception Gaming', 'The Bastards']",Jun 11 18,de_mirage
"['Deception Gaming', 'Electric Pistols']",Jun 14 18,de_inferno
"['Deception Gaming', 'PHENOM REBORN ASC...']",Jun 22 18,de_overpass
"['Deception Gaming', 'Feels IM Man']",Jun 25 18,de_cache
"['Deception Gaming', 'The Burger People']",Jun 29 18,de_inferno
"['Deception Gaming', 'Poseidon eSports NA']",Jul 6 18,de_cache
"['Class Is In Sessi...', 'Deception Gaming']",Jul 9 18,de_mirage
"['Deception Gaming', 'Move 37 Gaming']",Jul 16 18,de_overpass
"['Driven to Insanity', 'Habibis Workshop']",May 25 18,de_cache
"['BOYS ARE BACK', 'Driven to Insanity']",Jun 7 18,de_cache
"['Driven to Insanity', 'ben shapiro fan club']",Jun 11 18,de_cache
"['Driven to Insanity', 'nL']",Jun 13 18,de_train
"['Driven to Insanity', 'The Hunny Badgers']",Jun 16 18,de_mirage
"['Driven to Insanity', 'Omnivium']",Jun 19 18,de_inferno
"['Crime Mob', 'Driven to Insanity']",Jun 22 18,de_inferno
"['Driven to Insanity', 'UC Rejects CSGO']",Jun 29 18,de_cache
"['Driven to Insanity', 'Super Keyboard Wa...']",Jul 6 18,de_inferno
"['Driven to Insanity', 'Literature Club']",Jul 12 18,de_nuke
"['Driven to Insanity', 'Hentai Queens']",Jul 16 18,de_mirage
"['Higher Power', 'Malice Gaming']",May 25 18,de_overpass
"['Higher Power', 'The Bastards']",Jun 1 18,de_mirage
"['Higher Power', 'Prison Sex']",Jun 11 18,de_mirage
"['Higher Power', 'The beasty boys']",Jun 14 18,de_inferno
"['Higher Power', 'Northeastern-U RED']",Jun 15 18,de_inferno
"['Daddies Get Baddies', 'Higher Power']",Jun 21 18,de_overpass
"['Clam Shack Clapba...', 'Higher Power']",Jun 28 18,de_train
"['Higher Power', 'Team Wisdom']",Jun 29 18,de_inferno
"['Higher Power', 'Skeet Skeet Water...']",Jul 3 18,de_overpass
"['Higher Power', 'Victims of the Ti...']",Jul 11 18,de_inferno
"['Class Is In Sessi...', 'PHENOM REBORN ASC...']",May 24 18,de_inferno
"['Class Is In Sessi...', 'The beasty boys']",May 25 18,de_inferno
"['Animus Gaming', 'Class Is In Sessi...']",Jun 1 18,de_mirage
"['Class Is In Sessi...', 'Erupt  eSports']",Jun 8 18,de_cache
"['Class Is In Sessi...', 'Mobility-Gaming']",Jun 13 18,de_inferno
"['Clam Shack Clapba...', 'Class Is In Sessi...']",Jun 25 18,de_overpass
"['Class Is In Sessi...', 'Victims of the Ti...']",Jun 29 18,de_inferno
"['Class Is In Sessi...', 'Skeet Skeet Water...']",Jul 4 18,de_inferno
"['Class Is In Sessi...', 'Grain Bin Boyz']",Jul 13 18,de_dust2
"['Chill Town', 'Omnivium']",May 28 18,de_train
"['Chill Town', 'New Beginnings']",May 30 18,de_overpass
"['Average Joes Gym', 'Chill Town']",Jun 1 18,de_mirage
"['Chill Town', 'TEAM NICK']",Jun 7 18,de_nuke
"['Chill Town', 'UnderGods-']",Jun 11 18,de_nuke
"['Chill Town', 'Imported Goods']",Jun 18 18,de_inferno
"['Chill Town', 'Great Dango Family']",Jun 21 18,Pending Veto
"['Chill Town', 'wat']",Jun 25 18,de_inferno
"['Chill Town', 'Urban Assault']",Jul 4 18,de_train
"['Chill Town', 'Noxious-']",Jul 8 18,de_nuke
"['Chill Town', 'OP']",Jul 11 18,de_train
"['Chill Town', 'Never trying']",Jul 13 18,de_overpass
"['Chill Town', 'LoS Pistoleros']",Jul 15 18,de_cache
"['Move 37 Gaming', 'The beasty boys']",May 23 18,de_cache
"['Empire', 'Move 37 Gaming']",May 27 18,de_train
"['MoZZY', 'Move 37 Gaming']",Jun 4 18,de_inferno
"['Move 37 Gaming', 'Zealous-GG']",Jun 6 18,de_cache
"['Move 37 Gaming', 'Zero Chemistry']",Jun 7 18,de_dust2
"['Move 37 Gaming', 'The Part Time Pop...']",Jun 18 18,de_inferno
"['Move 37 Gaming', 'Rigolo Raisin']",Jun 20 18,de_overpass
"['Five Kings', 'Move 37 Gaming']",Jun 26 18,de_inferno
"['Move 37 Gaming', 'survivor']",Jun 27 18,de_cache
"['Move 37 Gaming', 'PONY']",Jul 2 18,de_cache
"['LeTrainTiltant', 'Move 37 Gaming']",Jul 7 18,de_overpass
"['Farquaad Squad', 'Move 37 Gaming']",Jul 8 18,de_inferno
"['Lasgana Boys', 'Last Picks']",May 22 18,de_mirage
"['Last Picks', 'The Burger People']",May 28 18,de_nuke
"['Last Picks', 'Team Wisdom']",Jun 2 18,de_cache
"['Last Picks', 'PONY']",Jun 4 18,de_dust2
"['Last Picks', 'Silent Assassins']",Jun 15 18,de_overpass
"['Last Picks', 'MoZZY']",Jun 18 18,de_cache
"['Flipping table crew', 'Last Picks']",Jun 21 18,de_mirage
"['EWOKGODSQUAD', 'Last Picks']",Jun 25 18,de_train
"['Last Picks', 'Rigolo Raisin']",Jun 28 18,de_train
"['Last Picks', 'Silent Empire']",Jul 2 18,de_overpass
"['Last Picks', 'Zero Chemistry']",Jul 6 18,de_train
"['Last Picks', 'PHENOM REBORN ASC...']",Jul 9 18,de_overpass
"['Last Picks', 'W E E B B U S T E...']",Jul 11 18,de_nuke
"['Feels IM Man', 'Last Picks']",Jul 13 18,de_train
"['Manly Men', 'carBOMB']",May 23 18,de_cache
"['Fierce Gaming', 'carBOMB']",May 29 18,de_cache
"['LoS Pistoleros', 'carBOMB']",May 30 18,de_inferno
"['Noxious-', 'carBOMB']",May 31 18,de_inferno
"['Purge Gaming', 'carBOMB']",Jun 6 18,de_inferno
"['Past My Bedtime', 'carBOMB']",Jun 15 18,de_overpass
"['NRS', 'carBOMB']",Jun 20 18,de_mirage
"['Urban Assault', 'carBOMB']",Jun 25 18,de_overpass
"['World Peace', 'carBOMB']",Jun 27 18,de_inferno
"['Vae Timidis', 'carBOMB']",Jul 2 18,de_overpass
"['34', 'carBOMB']",Jul 3 18,de_mirage
"['carBOMB', 'this bitch empty']",Jul 9 18,de_inferno
"['Cat Squad Returns', 'carBOMB']",Jul 11 18,de_mirage
"['Gods with Attitude', 'carBOMB']",Jul 12 18,de_mirage
"['Empire', 'HOT BOY SQUAD']",Jun 2 18,de_cache
"['Dead Presidents', 'Empire']",Jun 4 18,de_inferno
